type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_type,diff_temperature_air_process,power_W,wear_x_torque_minNm
H,297.4,309.0,1468,41.4,156,No Failure,11.600000000000023,6364.4,6458.4
L,297.4,309.0,1833,22.6,161,No Failure,11.600000000000023,4338.1,3638.6000000000004
M,297.4,308.9,1323,57.3,163,No Failure,11.5,7938.6,9339.9
L,297.4,309.0,1583,32.0,166,No Failure,11.600000000000023,5304.7,5312.0
M,297.3,309.0,1556,39.5,168,No Failure,11.699999999999989,6436.3,6636.0
M,297.4,309.0,1685,30.7,177,No Failure,11.600000000000023,5417.1,5433.9
M,297.4,309.1,1582,35.9,180,No Failure,11.700000000000045,5947.4,6462.0
M,297.5,309.2,1347,55.8,188,No Failure,11.699999999999989,7871.0,10490.4
L,297.4,309.2,1459,37.9,191,No Failure,11.800000000000011,5790.6,7238.9
L,297.4,309.2,1420,45.6,193,No Failure,11.800000000000011,6780.8,8800.800000000001
L,297.5,309.3,1404,43.5,195,No Failure,11.800000000000011,6395.7,8482.5
L,297.5,309.3,1470,38.8,197,No Failure,11.800000000000011,5972.8,7643.599999999999
L,297.6,309.4,1326,49.8,199,No Failure,11.799999999999955,6915.1,9910.199999999999
H,297.5,309.3,1459,49.7,201,No Failure,11.800000000000011,7593.5,9989.7
M,297.5,309.2,1530,40.0,206,No Failure,11.699999999999989,6408.8,8240.0
L,297.4,309.0,1505,39.2,209,No Failure,11.600000000000023,6178.0,8192.800000000001
L,297.5,309.1,1611,30.2,211,No Failure,11.600000000000023,5094.8,6372.2
L,297.5,309.1,1515,35.1,213,No Failure,11.600000000000023,5568.6,7476.3
L,297.6,309.2,1390,43.3,221,No Failure,11.599999999999966,6302.8,9569.3
M,297.6,309.3,1529,41.9,3,No Failure,11.699999999999989,6708.9,125.69999999999999
L,297.6,309.3,1543,34.3,8,No Failure,11.699999999999989,5542.3,274.4
M,297.6,309.3,1415,41.3,17,No Failure,11.699999999999989,6119.8,702.0999999999999
L,297.5,309.3,1564,37.5,20,No Failure,11.800000000000011,6141.8,750.0
L,297.5,309.3,1479,39.4,22,No Failure,11.800000000000011,6102.3,866.8
L,297.5,309.2,1426,44.8,24,No Failure,11.699999999999989,6690.0,1075.1999999999998
L,297.4,309.2,1428,38.8,26,No Failure,11.800000000000011,5802.1,1008.8
L,297.4,309.2,1620,33.2,28,No Failure,11.800000000000011,5632.2,929.6000000000001
L,297.5,309.2,1715,28.0,30,No Failure,11.699999999999989,5028.6,840.0
L,297.5,309.3,1732,29.9,32,No Failure,11.800000000000011,5423.1,956.8
L,297.6,309.5,1924,20.6,37,No Failure,11.899999999999977,4150.5,762.2
M,297.7,309.5,2027,19.8,39,No Failure,11.800000000000011,4202.9,772.2
L,297.6,309.5,1617,36.2,42,No Failure,11.899999999999977,6129.8,1520.4
L,297.5,309.4,1497,35.8,44,No Failure,11.899999999999977,5612.2,1575.1999999999998
M,297.5,309.5,1448,43.7,46,No Failure,12.0,6626.4,2010.2
L,297.4,309.4,1620,35.4,51,No Failure,12.0,6005.5,1805.3999999999999
L,297.4,309.4,1466,45.5,53,No Failure,12.0,6985.1,2411.5
M,297.6,309.6,1592,35.8,57,No Failure,12.0,5968.4,2040.6
L,297.6,309.5,1569,36.2,63,No Failure,11.899999999999977,5947.9,2280.6000000000004
L,297.5,309.4,1443,45.4,70,No Failure,11.899999999999977,6860.4,3178.0
L,297.5,309.3,1675,29.8,72,No Failure,11.800000000000011,5227.1,2145.6
L,297.5,309.3,1623,33.4,74,No Failure,11.800000000000011,5676.7,2471.6
H,297.4,309.3,1365,52.4,76,No Failure,11.900000000000034,7490.2,3982.4
L,297.4,309.3,1759,24.8,81,No Failure,11.900000000000034,4568.2,2008.8
H,297.4,309.3,1516,43.0,83,No Failure,11.900000000000034,6826.5,3569.0
L,297.4,309.4,1473,45.5,94,No Failure,12.0,7018.5,4277.0
L,297.5,309.4,1803,24.7,98,No Failure,11.899999999999977,4663.6,2420.6
H,297.5,309.3,1563,36.1,100,No Failure,11.800000000000011,5908.7,3610.0
M,297.5,309.4,1831,26.6,105,No Failure,11.899999999999977,5100.3,2793.0
L,297.5,309.4,1809,24.3,110,No Failure,11.899999999999977,4603.3,2673.0
L,297.4,309.2,1437,40.4,117,No Failure,11.800000000000011,6079.5,4726.8
H,297.5,309.4,1368,45.3,129,No Failure,11.899999999999977,6489.5,5843.7
L,297.5,309.4,1357,50.1,137,No Failure,11.899999999999977,7119.4,6863.7
L,297.5,309.4,1650,34.6,142,No Failure,11.899999999999977,5978.5,4913.2
L,297.5,309.4,1503,40.6,144,No Failure,11.899999999999977,6390.2,5846.400000000001
L,297.5,309.4,1318,58.2,146,No Failure,11.899999999999977,8032.8,8497.2
M,297.5,309.4,1678,34.4,148,No Failure,11.899999999999977,6044.8,5091.2
L,297.6,309.5,1574,30.9,151,No Failure,11.899999999999977,5093.2,4665.9
L,297.7,309.6,1529,35.2,153,No Failure,11.900000000000034,5636.1,5385.6
H,297.6,309.6,1669,32.1,155,No Failure,12.0,5610.4,4975.5
H,297.7,309.7,1570,35.8,160,No Failure,12.0,5885.9,5728.0
M,297.7,309.7,1680,30.2,168,No Failure,12.0,5313.1,5073.599999999999
L,297.8,309.7,1935,22.1,171,No Failure,11.899999999999977,4478.2,3779.1000000000004
M,297.8,309.8,1676,29.0,178,No Failure,12.0,5089.8,5162.0
L,297.9,309.9,1472,45.0,183,No Failure,12.0,6936.6,8235.0
M,297.9,310.0,1439,41.7,185,No Failure,12.100000000000023,6283.8,7714.500000000001
H,297.7,309.7,1440,51.1,191,No Failure,12.0,7705.7,9760.1
L,297.7,309.7,1591,37.7,196,No Failure,12.0,6281.2,7389.200000000001
L,297.8,309.8,1533,36.8,198,No Failure,12.0,5907.7,7286.4
M,297.8,309.7,1700,31.3,200,No Failure,11.899999999999977,5572.1,6260.0
M,297.8,309.8,1798,25.5,203,No Failure,12.0,4801.3,5176.5
L,297.8,309.7,1394,42.9,206,No Failure,11.899999999999977,6262.5,8837.4
L,297.8,309.7,1341,49.2,208,No Failure,11.899999999999977,6909.1,10233.6
L,297.6,309.4,1491,40.2,231,No Failure,11.799999999999955,6276.7,9286.2
L,297.5,309.4,1517,36.7,233,No Failure,11.899999999999977,5830.2,8551.1
H,297.5,309.3,1525,41.7,235,No Failure,11.800000000000011,6659.4,9799.5
H,297.5,309.5,1668,27.9,240,No Failure,12.0,4873.4,6696.0
H,297.6,309.6,1278,50.4,2,No Failure,12.0,6745.1,100.8
M,297.6,309.6,1330,53.1,7,No Failure,12.0,7395.6,371.7
M,297.6,309.6,1530,37.3,10,No Failure,12.0,5976.3,373.0
H,297.6,309.6,1428,46.6,13,No Failure,12.0,6968.6,605.8000000000001
L,297.7,309.6,1480,47.9,18,No Failure,11.900000000000034,7423.8,862.1999999999999
H,297.7,309.7,1616,31.1,20,No Failure,12.0,5263.0,622.0
L,297.9,309.8,1336,71.6,31,Power Failure,11.900000000000034,10017.2,2219.6
M,297.9,309.8,1693,29.9,35,No Failure,11.900000000000034,5301.0,1046.5
L,298.1,309.9,1629,32.5,45,No Failure,11.799999999999955,5544.1,1462.5
L,298.1,310.0,1534,33.7,47,No Failure,11.899999999999977,5413.6,1583.9
L,298.1,310.0,1553,40.9,49,No Failure,11.899999999999977,6651.6,2004.1
L,298.1,309.9,1563,32.8,51,No Failure,11.799999999999955,5368.6,1672.8
L,298.1,309.9,1634,30.0,53,No Failure,11.799999999999955,5133.4,1590.0
M,298.0,309.9,1445,45.2,55,No Failure,11.899999999999977,6839.7,2486.0
L,298.1,309.9,1642,30.4,58,No Failure,11.799999999999955,5227.3,1763.1999999999998
H,298.1,309.9,1686,29.1,60,No Failure,11.799999999999955,5137.8,1746.0
M,298.1,310.0,1393,43.1,65,No Failure,11.899999999999977,6287.2,2801.5
L,298.3,310.0,1507,44.7,73,No Failure,11.699999999999989,7054.2,3263.1000000000004
M,298.3,310.1,1389,49.6,75,No Failure,11.800000000000011,7214.6,3720.0
M,298.4,310.2,1725,32.0,80,No Failure,11.800000000000011,5780.5,2560.0
H,298.3,310.1,1509,37.6,85,No Failure,11.800000000000011,5941.6,3196.0
M,298.4,310.1,1335,57.8,96,No Failure,11.700000000000045,8080.5,5548.799999999999
L,298.3,310.1,1523,45.9,99,No Failure,11.800000000000011,7320.5,4544.099999999999
L,298.3,310.0,1460,47.6,101,No Failure,11.699999999999989,7277.6,4807.6
L,298.4,310.0,1554,37.3,103,No Failure,11.600000000000023,6070.0,3841.8999999999996
H,298.3,310.0,1419,47.1,105,No Failure,11.699999999999989,6998.9,4945.5
L,298.3,310.0,1442,43.9,110,No Failure,11.699999999999989,6629.2,4829.0
L,298.3,309.9,1463,43.9,116,No Failure,11.599999999999966,6725.7,5092.4
L,298.2,309.7,1585,37.4,118,No Failure,11.5,6207.7,4413.2
L,298.0,309.6,1536,37.3,120,No Failure,11.600000000000023,5999.7,4476.0
L,298.0,309.6,1403,51.3,122,No Failure,11.600000000000023,7537.1,6258.599999999999
L,297.9,309.5,1390,47.9,127,No Failure,11.600000000000023,6972.3,6083.3
M,297.8,309.4,1226,58.7,129,No Failure,11.599999999999966,7536.3,7572.3
H,297.7,309.4,1608,30.2,135,No Failure,11.699999999999989,5085.4,4077.0
L,297.7,309.4,1392,44.1,140,No Failure,11.699999999999989,6428.5,6174.0
L,297.7,309.3,1559,36.9,145,No Failure,11.600000000000023,6024.2,5350.5
L,297.7,309.2,1391,44.5,159,No Failure,11.5,6482.1,7075.5
L,297.7,309.2,1365,58.6,170,No Failure,11.5,8376.4,9962.0
M,297.7,309.2,1700,27.4,176,No Failure,11.5,4877.8,4822.4
M,297.6,309.0,1427,45.6,179,No Failure,11.399999999999977,6814.2,8162.400000000001
L,297.5,308.9,1469,44.0,185,No Failure,11.399999999999977,6768.7,8140.0
L,297.5,308.9,1729,28.1,189,No Failure,11.399999999999977,5087.8,5310.900000000001
L,297.5,308.9,1459,48.5,193,No Failure,11.399999999999977,7410.1,9360.5
L,297.5,308.9,1738,24.0,195,No Failure,11.399999999999977,4368.1,4680.0
H,297.5,308.9,1471,37.7,197,No Failure,11.399999999999977,5807.4,7426.900000000001
L,297.6,309.0,1822,25.4,202,No Failure,11.399999999999977,4846.3,5130.799999999999
L,297.5,308.9,1554,34.8,204,No Failure,11.399999999999977,5663.2,7099.2
L,297.6,308.9,1449,47.7,209,No Failure,11.299999999999955,7237.9,9969.300000000001
L,297.8,309.0,1456,41.2,0,No Failure,11.199999999999989,6281.8,0.0
M,297.8,309.1,1424,45.5,2,No Failure,11.300000000000011,6785.0,91.0
H,297.9,309.2,1577,34.7,5,No Failure,11.300000000000011,5730.5,173.5
L,297.8,309.2,1372,47.3,15,No Failure,11.399999999999977,6795.9,709.5
M,297.8,309.1,1432,42.6,17,No Failure,11.300000000000011,6388.2,724.2
M,297.7,309.0,1656,33.2,20,No Failure,11.300000000000011,5757.4,664.0
H,297.8,309.0,1410,48.8,23,No Failure,11.199999999999989,7205.6,1122.3999999999999
L,297.7,309.0,1538,43.2,30,No Failure,11.300000000000011,6957.7,1296.0
M,297.7,309.0,1636,29.7,32,No Failure,11.300000000000011,5088.2,950.4
M,297.7,309.0,1504,40.4,35,No Failure,11.300000000000011,6362.9,1414.0
M,297.7,309.0,1531,42.4,38,No Failure,11.300000000000011,6797.8,1611.2
H,297.6,309.0,1735,26.4,41,No Failure,11.399999999999977,4796.6,1082.3999999999999
H,297.6,309.0,1354,55.6,46,No Failure,11.399999999999977,7883.6,2557.6
H,297.6,309.0,1413,40.2,51,No Failure,11.399999999999977,5948.4,2050.2000000000003
L,297.7,309.1,1563,39.3,56,No Failure,11.400000000000034,6432.5,2200.7999999999997
L,297.7,309.1,1477,38.3,60,No Failure,11.400000000000034,5923.9,2298.0
L,297.6,309.1,1394,50.0,62,No Failure,11.5,7299.0,3100.0
L,297.6,309.0,1487,45.4,64,No Failure,11.399999999999977,7069.6,2905.6
M,297.6,309.0,1815,25.3,66,No Failure,11.399999999999977,4808.7,1669.8
M,297.6,308.8,1453,39.7,69,No Failure,11.199999999999989,6040.7,2739.3
L,297.6,308.8,1539,40.2,72,No Failure,11.199999999999989,6478.8,2894.4
M,297.6,308.8,1683,31.6,79,No Failure,11.199999999999989,5569.3,2496.4
L,297.7,308.8,1515,40.1,82,No Failure,11.100000000000023,6361.9,3288.2000000000003
M,297.7,308.9,1531,48.3,84,No Failure,11.199999999999989,7743.7,4057.2
L,297.7,308.9,1516,33.7,92,No Failure,11.199999999999989,5350.0,3100.4
L,297.7,308.9,1838,27.3,99,No Failure,11.199999999999989,5254.6,2702.7000000000003
M,297.6,308.8,1357,49.7,104,No Failure,11.199999999999989,7062.6,5168.8
M,297.5,308.7,1697,28.1,107,No Failure,11.199999999999989,4993.6,3006.7000000000003
L,297.5,308.7,1453,37.6,112,No Failure,11.199999999999989,5721.1,4211.2
L,297.4,308.6,1439,46.4,114,No Failure,11.200000000000045,6992.1,5289.599999999999
L,297.4,308.6,1609,36.2,116,No Failure,11.200000000000045,6099.5,4199.200000000001
L,297.4,308.6,1324,59.1,118,No Failure,11.200000000000045,8194.2,6973.8
L,297.4,308.7,1545,36.9,125,No Failure,11.300000000000011,5970.1,4612.5
L,297.5,308.8,1477,39.0,127,No Failure,11.300000000000011,6032.2,4953.0
L,297.5,308.9,1696,30.9,133,No Failure,11.399999999999977,5488.0,4109.7
L,297.5,308.9,1427,44.7,135,No Failure,11.399999999999977,6679.7,6034.5
L,297.5,308.9,1390,44.6,140,No Failure,11.399999999999977,6492.0,6244.0
L,297.4,308.8,1640,34.2,142,No Failure,11.400000000000034,5873.5,4856.400000000001
M,297.4,308.8,1628,37.4,144,No Failure,11.400000000000034,6376.1,5385.599999999999
H,297.3,308.6,1499,37.6,147,No Failure,11.300000000000011,5902.3,5527.2
L,297.3,308.6,1586,37.7,155,No Failure,11.300000000000011,6261.4,5843.5
M,297.3,308.6,1471,50.7,157,No Failure,11.300000000000011,7810.0,7959.900000000001
M,297.3,308.6,1431,53.0,160,No Failure,11.300000000000011,7942.3,8480.0
L,297.2,308.6,1924,22.1,163,No Failure,11.400000000000034,4452.7,3602.3
M,297.1,308.4,1421,42.0,165,No Failure,11.299999999999955,6249.9,6930.0
H,297.0,308.4,1305,54.6,168,No Failure,11.399999999999977,7461.6,9172.800000000001
L,296.9,308.4,1557,32.4,173,No Failure,11.5,5282.8,5605.2
L,296.8,308.3,1506,45.9,182,No Failure,11.5,7238.8,8353.8
M,296.9,308.4,1450,46.9,186,No Failure,11.5,7121.5,8723.4
L,296.8,308.2,1643,34.7,191,No Failure,11.399999999999977,5970.3,6627.700000000001
L,296.7,308.1,1450,40.9,195,No Failure,11.400000000000034,6210.4,7975.5
L,296.7,308.0,1451,50.7,197,No Failure,11.300000000000011,7703.8,9987.900000000001
L,296.8,308.1,1289,62.0,199,Overstrain Failure,11.300000000000011,8369.0,12338.0
H,296.7,308.1,1528,46.3,203,No Failure,11.400000000000034,7408.5,9398.9
L,296.7,308.0,1535,36.8,210,No Failure,11.300000000000011,5915.4,7727.999999999999
M,296.8,308.1,1843,24.2,212,No Failure,11.300000000000011,4670.6,5130.4
L,296.8,308.0,1536,40.4,217,No Failure,11.199999999999989,6498.3,8766.8
M,296.9,308.1,1483,44.3,219,No Failure,11.200000000000045,6879.8,9701.699999999999
M,296.7,307.8,1537,36.3,233,No Failure,11.100000000000023,5842.6,8457.9
L,296.7,307.8,1646,34.6,238,No Failure,11.100000000000023,5964.0,8234.800000000001
L,296.7,307.8,1400,47.5,3,No Failure,11.100000000000023,6963.9,142.5
L,296.8,307.9,1337,56.5,5,No Failure,11.099999999999966,7910.6,282.5
L,296.9,308.0,1332,53.9,7,No Failure,11.100000000000023,7518.3,377.3
L,296.9,308.0,1546,31.1,11,No Failure,11.100000000000023,5035.0,342.1
L,296.9,308.0,1713,29.3,13,No Failure,11.100000000000023,5256.0,380.90000000000003
L,296.9,308.0,1343,44.5,15,No Failure,11.100000000000023,6258.4,667.5
L,296.8,308.0,1391,54.4,17,No Failure,11.199999999999989,7924.2,924.8
H,296.8,308.0,1311,58.6,19,No Failure,11.199999999999989,8045.1,1113.4
L,296.8,307.9,1448,48.8,31,No Failure,11.099999999999966,7399.7,1512.8
L,296.7,307.8,1468,39.2,35,No Failure,11.100000000000023,6026.2,1372.0
L,296.7,308.0,1580,32.2,39,No Failure,11.300000000000011,5327.7,1255.8000000000002
L,296.8,308.0,1666,29.8,41,No Failure,11.199999999999989,5199.0,1221.8
L,296.8,307.9,1698,30.8,48,No Failure,11.099999999999966,5476.7,1478.4
H,296.7,307.9,1579,33.4,50,No Failure,11.199999999999989,5522.8,1670.0
L,296.7,307.9,1743,27.9,55,No Failure,11.199999999999989,5092.5,1534.5
L,296.9,308.1,1435,45.3,62,No Failure,11.200000000000045,6807.4,2808.6
M,296.9,308.1,1440,46.3,64,No Failure,11.200000000000045,6981.9,2963.2
M,296.9,308.0,1641,33.3,67,No Failure,11.100000000000023,5722.4,2231.1
L,296.8,307.9,1420,45.4,70,No Failure,11.099999999999966,6751.1,3178.0
L,296.8,307.9,1611,35.4,72,No Failure,11.099999999999966,5972.1,2548.7999999999997
M,296.8,307.9,1683,31.8,76,No Failure,11.099999999999966,5604.5,2416.8
H,296.9,307.9,1547,32.6,79,No Failure,11.0,5281.2,2575.4
L,296.9,307.8,1605,37.0,84,No Failure,10.900000000000034,6218.8,3108.0
L,296.8,307.7,1565,40.1,89,No Failure,10.899999999999977,6571.8,3568.9
M,296.9,307.8,1828,24.6,91,No Failure,10.900000000000034,4709.1,2238.6
M,297.0,307.8,1579,34.1,94,No Failure,10.800000000000011,5638.5,3205.4
M,297.0,307.9,1882,24.2,97,No Failure,10.899999999999977,4769.4,2347.4
L,296.9,307.8,1285,52.1,100,No Failure,10.900000000000034,7010.8,5210.0
L,296.9,307.8,1571,35.0,102,No Failure,10.900000000000034,5758.0,3570.0
H,296.9,307.8,1549,37.8,104,No Failure,10.900000000000034,6131.6,3931.2
M,296.9,307.8,1544,37.6,109,No Failure,10.900000000000034,6079.4,4098.400000000001
M,297.0,307.9,1412,47.4,112,No Failure,10.899999999999977,7008.8,5308.8
M,297.0,307.9,1422,53.0,115,No Failure,10.899999999999977,7892.3,6095.0
L,297.0,307.7,1867,22.8,118,No Failure,10.699999999999989,4457.7,2690.4
L,296.9,307.7,1424,43.3,120,No Failure,10.800000000000011,6456.9,5196.0
L,296.9,307.7,1550,39.7,124,No Failure,10.800000000000011,6443.9,4922.8
L,296.8,307.6,1588,37.6,126,No Failure,10.800000000000011,6252.7,4737.6
L,296.8,307.6,1338,44.4,128,No Failure,10.800000000000011,6221.1,5683.2
L,296.8,307.6,1434,48.3,138,No Failure,10.800000000000011,7253.1,6665.4
L,296.8,307.6,1304,48.7,142,No Failure,10.800000000000011,6650.2,6915.400000000001
L,296.8,307.6,1398,46.7,144,No Failure,10.800000000000011,6836.8,6724.8
M,296.7,307.6,1547,34.7,150,No Failure,10.900000000000034,5621.5,5205.0
M,296.6,307.5,1482,39.9,153,No Failure,10.899999999999977,6192.3,6104.7
L,296.5,307.2,1481,38.2,160,No Failure,10.699999999999989,5924.4,6112.0
L,296.5,307.3,1501,42.1,162,No Failure,10.800000000000011,6617.5,6820.2
L,296.5,307.3,1566,37.2,164,No Failure,10.800000000000011,6100.5,6100.8
L,296.5,307.3,1579,34.5,166,No Failure,10.800000000000011,5704.7,5727.0
L,296.6,307.4,1631,35.0,168,No Failure,10.799999999999955,5977.9,5880.0
L,296.6,307.4,1368,45.1,185,No Failure,10.799999999999955,6460.9,8343.5
L,296.6,307.4,1465,47.8,187,No Failure,10.799999999999955,7333.2,8938.6
H,296.6,307.4,1406,41.5,189,No Failure,10.799999999999955,6110.3,7843.5
M,296.5,307.4,1565,43.5,194,No Failure,10.899999999999977,7129.1,8439.0
L,296.6,307.5,1439,45.5,199,No Failure,10.899999999999977,6856.5,9054.5
L,296.6,307.5,1485,42.7,204,No Failure,10.899999999999977,6640.2,8710.800000000001
L,296.5,307.5,1566,35.1,206,No Failure,11.0,5756.1,7230.6
L,296.3,307.3,1439,41.5,208,No Failure,11.0,6253.7,8632.0
L,296.4,307.4,2833,5.6,213,Power Failure,11.0,1661.4,1192.8
L,296.3,307.4,1465,47.1,215,No Failure,11.099999999999966,7225.8,10126.5
M,296.3,307.3,1368,49.5,10,No Failure,11.0,7091.2,495.0
L,296.3,307.3,1444,49.0,13,No Failure,11.0,7409.6,637.0
M,296.3,307.3,1498,41.6,15,No Failure,11.0,6525.8,624.0
L,296.1,307.2,1615,30.8,18,No Failure,11.099999999999966,5209.0,554.4
L,296.1,307.1,1898,22.7,20,No Failure,11.0,4511.8,454.0
M,296.1,307.1,1350,53.3,22,No Failure,11.0,7535.1,1172.6
M,296.2,307.0,1516,37.6,25,No Failure,10.800000000000011,5969.2,940.0
H,296.2,307.0,1542,40.6,28,No Failure,10.800000000000011,6556.0,1136.8
H,296.1,306.8,1645,31.0,41,No Failure,10.699999999999989,5340.2,1271.0
M,296.0,306.7,2044,22.3,48,No Failure,10.699999999999989,4773.3,1070.4
L,295.9,306.6,1414,50.2,51,No Failure,10.700000000000045,7433.3,2560.2000000000003
L,295.9,306.6,1678,26.7,53,No Failure,10.700000000000045,4691.7,1415.1
H,295.9,306.5,1594,33.2,55,No Failure,10.600000000000023,5541.9,1826.0000000000002
L,295.8,306.5,1358,49.2,63,No Failure,10.699999999999989,6996.7,3099.6000000000004
L,295.8,306.4,1325,56.2,65,No Failure,10.599999999999966,7798.0,3653.0
L,295.8,306.4,1339,53.2,67,No Failure,10.599999999999966,7459.7,3564.4
M,295.8,306.4,1335,51.7,69,No Failure,10.599999999999966,7227.7,3567.3
L,295.9,306.4,1575,28.5,74,No Failure,10.5,4700.6,2109.0
L,295.7,306.3,1915,22.4,79,No Failure,10.600000000000023,4492.1,1769.6
L,295.8,306.3,1337,54.6,87,No Failure,10.5,7644.6,4750.2
M,295.8,306.3,1235,76.2,89,Power Failure,10.5,9854.9,6781.8
L,295.7,306.2,1464,46.2,92,No Failure,10.5,7082.9,4250.400000000001
M,295.7,306.2,1739,25.9,94,No Failure,10.5,4716.6,2434.6
L,295.7,306.3,1490,34.3,97,No Failure,10.600000000000023,5351.9,3327.1
L,295.8,306.4,1356,48.0,99,No Failure,10.599999999999966,6816.0,4752.0
L,295.7,306.2,1458,40.6,103,No Failure,10.5,6198.9,4181.8
H,295.7,306.2,2161,16.5,105,No Failure,10.5,3733.9,1732.5
M,295.6,306.1,1651,28.1,110,No Failure,10.5,4858.3,3091.0
L,295.6,306.0,1370,52.4,115,No Failure,10.399999999999977,7517.6,6026.0
L,295.7,306.1,1408,47.9,117,No Failure,10.400000000000034,7062.6,5604.3
M,295.7,306.2,1423,42.5,121,No Failure,10.5,6333.2,5142.5
M,295.6,306.2,1435,51.6,126,No Failure,10.599999999999966,7754.1,6501.6
L,295.5,306.1,1573,35.1,129,No Failure,10.600000000000023,5781.8,4527.900000000001
L,295.6,306.2,1446,49.9,133,No Failure,10.599999999999966,7556.1,6636.7
H,295.6,306.2,1329,55.3,135,No Failure,10.599999999999966,7696.2,7465.5
L,295.6,306.2,1569,35.1,140,No Failure,10.599999999999966,5767.1,4914.0
H,295.6,306.1,1256,62.3,142,No Failure,10.5,8194.2,8846.6
L,295.7,306.2,2270,14.6,149,Power Failure,10.5,3470.6,2175.4
M,295.6,306.1,1462,49.2,158,No Failure,10.5,7532.5,7773.6
M,295.6,306.1,1669,29.0,161,No Failure,10.5,5068.5,4669.0
M,295.5,306.1,1822,24.3,164,No Failure,10.600000000000023,4636.4,3985.2000000000003
L,295.5,306.0,1456,39.2,167,No Failure,10.5,5976.9,6546.400000000001
L,295.5,306.0,1546,35.9,169,No Failure,10.5,5812.1,6067.099999999999
L,295.5,306.0,1621,29.5,176,No Failure,10.5,5007.6,5192.0
M,295.4,305.9,1518,40.6,178,No Failure,10.5,6454.0,7226.8
M,295.4,305.8,1526,38.2,181,No Failure,10.400000000000034,6104.4,6914.200000000001
M,295.3,305.8,1589,36.2,184,No Failure,10.5,6023.7,6660.8
M,295.3,305.7,1473,38.5,189,No Failure,10.399999999999977,5938.7,7276.5
M,295.5,305.9,1518,44.1,194,No Failure,10.399999999999977,7010.3,8555.4
H,295.5,305.9,1593,37.2,197,No Failure,10.399999999999977,6205.7,7328.400000000001
M,295.5,305.9,1380,52.4,202,No Failure,10.399999999999977,7572.5,10584.8
M,295.5,306.0,1423,45.3,205,No Failure,10.5,6750.4,9286.5
L,295.5,306.0,1800,27.6,208,No Failure,10.5,5202.5,5740.8
L,295.6,306.1,1372,55.6,215,Overstrain Failure,10.5,7988.4,11954.0
L,295.6,306.0,1949,21.9,5,No Failure,10.399999999999977,4469.8,109.5
L,295.6,306.0,1419,51.1,7,No Failure,10.399999999999977,7593.3,357.7
L,295.5,305.9,1542,36.2,12,No Failure,10.399999999999977,5845.5,434.40000000000003
L,295.6,306.0,1363,50.0,14,No Failure,10.399999999999977,7136.7,700.0
L,295.5,306.0,1597,37.2,16,No Failure,10.5,6221.2,595.2
