type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,diff_temperature_air_process,power_W,wear_x_torque_minNm
L,298.0,307.8,1622,33.3,121,9.800000000000011,5656.2,4029.2999999999997
M,302.0,310.6,1563,41.0,184,8.600000000000023,6710.8,7544.0
L,300.5,311.6,1444,49.3,92,11.100000000000023,7454.9,4535.599999999999
L,301.9,310.9,1486,40.3,6,9.0,6271.2,241.79999999999998
L,297.3,309.0,1548,37.4,171,11.699999999999989,6062.8,6395.4
M,300.2,309.4,1501,40.0,48,9.199999999999989,6287.4,1920.0
L,301.2,310.0,1618,37.6,32,8.800000000000011,6370.8,1203.2
L,299.9,309.5,1772,23.5,167,9.600000000000023,4360.7,3924.5
M,302.2,311.0,1436,47.0,187,8.800000000000011,7067.7,8789.0
M,297.6,308.6,1389,49.0,34,11.0,7127.3,1666.0
L,302.8,311.1,1550,32.3,76,8.300000000000011,5242.8,2454.7999999999997
H,298.7,308.5,1572,35.6,202,9.800000000000011,5860.5,7191.200000000001
M,297.2,308.5,1364,54.0,43,11.300000000000011,7713.2,2322.0
L,297.2,308.5,1471,41.7,41,11.300000000000011,6423.6,1709.7
M,299.1,310.4,1422,49.3,69,11.299999999999955,7341.3,3401.7
L,303.8,312.8,1646,35.8,143,9.0,6170.8,5119.4
L,301.3,310.6,1481,40.9,57,9.300000000000011,6343.2,2331.2999999999997
M,301.8,310.2,1609,34.2,217,8.399999999999977,5762.5,7421.400000000001
L,302.8,312.2,1682,30.9,58,9.399999999999977,5442.7,1792.1999999999998
M,300.4,309.3,1411,41.6,160,8.900000000000034,6146.8,6656.0
M,295.7,306.3,1685,34.9,84,10.600000000000023,6158.2,2931.6
L,300.2,310.1,1523,42.3,25,9.900000000000034,6746.4,1057.5
L,302.8,312.1,1441,52.1,79,9.300000000000011,7862.0,4115.900000000001
L,299.8,309.4,1609,32.5,27,9.599999999999966,5476.1,877.5
M,299.5,309.0,1399,49.7,207,9.5,7281.2,10287.900000000001
L,297.7,309.0,1507,38.2,94,11.300000000000011,6028.4,3590.8
H,300.4,311.5,1662,29.0,137,11.100000000000023,5047.3,3973.0
L,301.1,310.5,1428,44.1,103,9.399999999999977,6594.7,4542.3
L,300.2,309.8,1398,54.8,39,9.600000000000023,8022.6,2137.2
L,299.1,310.0,1394,46.6,27,10.899999999999977,6802.6,1258.2
M,296.0,306.6,1392,51.3,124,10.600000000000023,7478.0,6361.2
H,297.5,308.8,1430,49.4,2,11.300000000000011,7397.6,98.8
L,300.4,311.2,1436,56.8,173,10.800000000000011,8541.4,9826.4
M,302.4,311.8,1358,50.6,133,9.400000000000034,7195.8,6729.8
M,299.3,310.7,1440,45.5,146,11.399999999999977,6861.2,6643.0
L,302.1,311.4,1603,35.9,104,9.299999999999955,6026.4,3733.6
L,300.7,310.8,1814,21.4,59,10.100000000000023,4065.2,1262.6
L,300.0,311.4,1483,45.6,187,11.399999999999977,7081.7,8527.2
L,298.2,309.1,1350,52.0,136,10.900000000000034,7351.3,7072.0
L,297.8,308.3,1477,44.8,170,10.5,6929.3,7615.999999999999
L,302.2,311.5,1543,38.5,37,9.300000000000011,6220.9,1424.5
H,303.6,312.4,1460,53.7,214,8.799999999999955,8210.2,11491.800000000001
L,303.1,311.3,1474,34.8,215,8.199999999999989,5371.6,7481.999999999999
M,300.3,310.2,1442,39.5,4,9.899999999999977,5964.7,158.0
M,297.7,308.9,1681,28.3,116,11.199999999999989,4981.8,3282.8
L,299.0,310.5,1755,27.9,56,11.5,5127.6,1562.3999999999999
L,298.3,309.2,1456,45.5,75,10.899999999999977,6937.5,3412.5
L,300.0,309.1,1401,44.5,0,9.100000000000023,6528.7,0.0
L,297.3,308.6,1446,50.1,144,11.300000000000011,7586.4,7214.400000000001
M,300.7,311.1,1608,35.3,167,10.400000000000034,5944.1,5895.099999999999
L,297.4,308.4,1328,61.8,98,11.0,8594.4,6056.4
L,302.2,310.7,1567,36.4,100,8.5,5973.1,3640.0
L,296.9,307.8,1425,49.1,163,10.900000000000034,7327.0,8003.3
H,299.1,310.4,1405,53.6,86,11.299999999999955,7886.2,4609.6
H,300.7,309.6,1390,48.5,7,8.900000000000034,7059.7,339.5
H,297.3,308.8,1419,42.4,139,11.5,6300.5,5893.599999999999
H,298.6,308.8,1566,39.1,36,10.199999999999989,6412.1,1407.6000000000001
L,299.1,310.5,1471,38.4,146,11.399999999999977,5915.2,5606.4
L,297.4,308.4,1525,38.7,62,11.0,6180.3,2399.4
L,297.0,308.1,1489,44.1,96,11.100000000000023,6876.4,4233.6
L,302.2,310.8,1340,47.8,54,8.600000000000023,6707.5,2581.2
L,302.3,311.3,1439,41.8,96,9.0,6298.9,4012.7999999999997
M,301.9,310.6,1475,47.8,179,8.700000000000045,7383.3,8556.199999999999
L,302.5,310.3,1539,39.0,119,7.800000000000011,6285.4,4641.0
L,301.0,310.9,1570,34.0,192,9.899999999999977,5589.9,6528.0
M,297.0,308.2,1702,30.7,124,11.199999999999989,5471.8,3806.7999999999997
M,300.6,310.0,1542,33.9,100,9.399999999999977,5474.1,3390.0
L,298.9,308.9,1753,25.8,33,10.0,4736.2,851.4
L,298.8,309.3,1357,47.1,176,10.5,6693.1,8289.6
L,298.0,308.8,1489,36.5,109,10.800000000000011,5691.4,3978.5
M,297.9,307.7,1364,46.8,89,9.800000000000011,6684.8,4165.2
M,298.2,308.9,1414,44.3,68,10.699999999999989,6559.7,3012.3999999999996
M,297.6,309.3,1464,46.2,218,11.699999999999989,7082.9,10071.6
M,300.0,309.1,1474,45.2,152,9.100000000000023,6976.9,6870.400000000001
H,299.6,309.2,1597,36.3,35,9.599999999999966,6070.7,1270.5
M,299.2,309.0,1881,23.9,137,9.800000000000011,4707.8,3274.2999999999997
L,299.3,309.3,1325,62.0,47,10.0,8602.7,2914.0
L,296.8,308.0,1584,40.4,227,11.199999999999989,6701.4,9170.8
M,297.3,308.1,1369,52.0,214,10.800000000000011,7454.8,11128.0
H,301.1,310.6,1407,43.9,111,9.5,6468.3,4872.9
L,301.5,310.7,1686,27.9,135,9.199999999999989,4926.0,3766.5
L,303.7,313.1,1721,34.8,50,9.400000000000034,6271.7,1739.9999999999998
M,300.4,310.5,1500,43.0,9,10.100000000000023,6754.4,387.0
L,297.9,307.6,1504,42.4,180,9.700000000000045,6677.9,7632.0
L,303.4,312.2,1656,32.7,195,8.800000000000011,5670.7,6376.500000000001
L,296.9,308.4,1390,41.8,184,11.5,6084.4,7691.2
M,297.6,308.5,1490,43.4,154,10.899999999999977,6771.8,6683.599999999999
H,298.6,309.8,1279,55.9,152,11.199999999999989,7487.1,8496.8
M,298.1,308.0,1374,48.8,156,9.899999999999977,7021.6,7612.799999999999
H,301.7,310.1,1462,38.3,49,8.400000000000034,5863.7,1876.6999999999998
L,301.8,310.0,1393,44.9,208,8.199999999999989,6549.8,9339.199999999999
L,301.9,311.3,1501,40.8,59,9.400000000000034,6413.1,2407.2
L,297.1,308.5,1712,32.1,48,11.399999999999977,5754.9,1540.8000000000002
L,300.3,311.7,1515,37.5,5,11.399999999999977,5949.4,187.5
L,299.1,308.3,1305,61.4,17,9.199999999999989,8390.9,1043.8
H,297.7,309.6,1697,32.2,210,11.900000000000034,5722.2,6762.000000000001
M,298.2,309.1,1411,45.8,157,10.900000000000034,6767.4,7190.599999999999
M,300.2,309.0,1642,31.2,37,8.800000000000011,5364.8,1154.3999999999999
M,296.8,307.8,1664,32.8,142,11.0,5715.5,4657.599999999999
L,301.6,310.5,1593,34.5,102,8.899999999999977,5755.2,3519.0
L,300.0,309.8,1372,39.6,105,9.800000000000011,5689.5,4158.0
L,301.3,310.8,1531,53.4,57,9.5,8561.4,3043.7999999999997
M,298.5,308.0,1363,49.2,149,9.5,7022.5,7330.8
L,297.1,308.5,1578,35.6,46,11.399999999999977,5882.8,1637.6000000000001
L,299.1,308.5,1647,35.0,74,9.399999999999977,6036.6,2590.0
M,297.8,309.0,1675,30.0,110,11.199999999999989,5262.2,3300.0
L,302.7,312.3,1421,48.5,0,9.600000000000023,7217.1,0.0
H,304.1,313.3,1689,32.5,134,9.199999999999989,5748.3,4355.0
L,300.7,311.1,1688,30.7,161,10.400000000000034,5426.7,4942.7
L,299.0,308.8,1405,55.2,103,9.800000000000011,8121.6,5685.6
L,300.4,311.3,1495,51.2,175,10.900000000000034,8015.7,8960.0
L,298.4,308.7,1386,44.9,135,10.300000000000011,6516.9,6061.5
L,303.0,312.3,1486,42.4,112,9.300000000000011,6598.0,4748.8
L,301.8,311.0,1529,41.6,12,9.199999999999989,6660.8,499.20000000000005
M,303.3,311.5,1384,54.8,48,8.199999999999989,7942.3,2630.3999999999996
H,298.2,308.8,1837,28.4,34,10.600000000000023,5463.3,965.5999999999999
L,304.3,313.6,1409,56.0,19,9.300000000000011,8262.8,1064.0
L,302.3,311.0,1446,37.6,75,8.699999999999989,5693.6,2820.0
M,299.6,309.3,1577,39.8,48,9.699999999999989,6572.7,1910.3999999999999
M,298.6,308.3,1717,28.7,29,9.699999999999989,5160.4,832.3
L,302.4,311.8,1543,31.1,96,9.400000000000034,5025.2,2985.6000000000004
L,300.1,309.0,1404,54.8,29,8.899999999999977,8057.1,1589.1999999999998
L,298.3,309.4,1568,35.8,140,11.099999999999966,5878.4,5012.0
L,297.4,308.6,1532,38.7,136,11.200000000000045,6208.7,5263.200000000001
M,297.5,309.2,1804,27.4,215,11.699999999999989,5176.3,5891.0
L,298.4,307.9,1743,27.3,134,9.5,4983.0,3658.2000000000003
M,299.9,311.3,1445,41.2,169,11.400000000000034,6234.4,6962.8
L,297.5,308.2,1610,33.6,115,10.699999999999989,5664.9,3864.0
L,299.2,308.2,1466,41.3,8,9.0,6340.3,330.4
M,297.2,308.6,1404,43.7,160,11.400000000000034,6425.1,6992.0
L,299.3,308.6,1605,37.0,78,9.300000000000011,6218.8,2886.0
L,302.9,312.2,1469,42.0,214,9.300000000000011,6461.0,8988.0
M,298.0,307.5,1427,45.1,95,9.5,6739.5,4284.5
L,298.8,310.0,1672,30.4,150,11.199999999999989,5322.8,4560.0
L,302.2,311.0,1463,46.8,150,8.800000000000011,7170.0,7020.0
M,298.1,307.8,1316,57.2,191,9.699999999999989,7882.8,10925.2
L,303.1,312.4,1407,41.2,107,9.299999999999955,6070.4,4408.400000000001
M,300.7,310.6,1505,35.6,105,9.900000000000034,5610.7,3738.0
M,301.0,311.6,1448,43.9,145,10.600000000000023,6656.7,6365.5
L,303.7,312.8,1627,31.7,40,9.100000000000023,5401.0,1268.0
M,300.9,310.0,1600,36.0,204,9.100000000000023,6031.9,7344.0
L,297.5,308.9,1466,43.0,15,11.399999999999977,6601.3,645.0
H,297.3,308.3,1506,37.0,54,11.0,5835.2,1998.0
L,302.5,311.9,1452,47.4,77,9.399999999999977,7207.3,3649.7999999999997
H,299.0,308.2,1662,30.4,55,9.199999999999989,5290.9,1672.0
M,301.8,310.9,1346,44.6,142,9.099999999999966,6286.5,6333.2
M,299.3,308.7,1420,50.3,208,9.399999999999977,7479.7,10462.4
L,301.5,310.5,2297,15.8,191,9.0,3800.6,3017.8
M,300.8,311.2,1434,39.1,82,10.399999999999977,5871.6,3206.2000000000003
M,302.8,312.2,1615,32.9,159,9.399999999999977,5564.1,5231.099999999999
M,297.3,308.3,1544,41.7,6,11.0,6742.4,250.20000000000002
M,301.6,310.8,1290,65.3,63,9.199999999999989,8821.3,4113.9
M,296.6,307.4,1544,42.3,170,10.799999999999955,6839.4,7190.999999999999
L,301.1,312.3,1682,29.7,83,11.199999999999989,5231.3,2465.1
L,297.8,307.7,1393,38.0,29,9.899999999999977,5543.2,1102.0
L,297.6,308.6,1415,47.3,169,11.0,7008.8,7993.7
H,297.5,308.7,1416,39.2,74,11.199999999999989,5812.7,2900.8
M,297.4,308.5,1638,32.2,84,11.100000000000023,5523.3,2704.8
L,297.4,308.5,1501,44.9,20,11.100000000000023,7057.6,898.0
L,298.4,309.5,1397,50.3,110,11.100000000000023,7358.6,5533.0
L,297.4,308.6,1488,36.4,71,11.200000000000045,5672.0,2584.4
M,301.8,311.0,1393,49.5,168,9.199999999999989,7220.8,8316.0
M,300.3,309.8,1444,42.0,3,9.5,6351.0,126.0
L,298.5,309.0,1450,40.5,199,10.5,6149.7,8059.5
L,299.0,308.4,1356,52.6,188,9.399999999999977,7469.2,9888.800000000001
H,296.6,307.4,1333,50.2,177,10.799999999999955,7007.5,8885.4
H,300.8,310.8,1466,45.2,188,10.0,6939.1,8497.6
M,300.7,310.6,1778,27.1,215,9.900000000000034,5045.8,5826.5
M,298.0,308.7,2101,17.4,198,10.699999999999989,3828.3,3445.2
H,304.0,313.0,1701,30.4,171,9.0,5415.1,5198.4
M,298.4,309.2,1399,45.2,125,10.800000000000011,6621.9,5650.0
M,298.0,308.9,1339,51.4,68,10.899999999999977,7207.3,3495.2
M,298.4,309.4,1666,24.3,68,11.0,4239.5,1652.4
L,301.9,311.0,1669,32.2,191,9.100000000000023,5627.8,6150.200000000001
L,297.1,307.9,1456,50.0,166,10.799999999999955,7623.6,8300.0
M,297.5,308.6,1327,52.1,24,11.100000000000023,7240.0,1250.4
M,299.9,309.8,1625,41.2,109,9.900000000000034,7011.0,4490.8
L,298.9,309.6,1589,34.2,197,10.700000000000045,5690.9,6737.400000000001
L,300.8,310.3,1537,33.3,52,9.5,5359.8,1731.6
M,303.0,312.8,1648,32.1,104,9.800000000000011,5539.8,3338.4
M,301.0,312.0,1499,34.6,207,11.0,5431.3,7162.200000000001
L,301.6,310.7,1679,29.5,10,9.099999999999966,5186.8,295.0
L,300.6,312.3,1532,37.2,54,11.699999999999989,5968.0,2008.8000000000002
H,298.5,308.9,1500,40.3,207,10.399999999999977,6330.3,8342.099999999999
L,299.7,310.9,1384,48.2,188,11.199999999999989,6985.7,9061.6
L,298.0,307.6,1450,48.7,138,9.600000000000023,7394.8,6720.6
M,301.2,310.9,1460,46.7,166,9.699999999999989,7140.0,7752.200000000001
M,301.4,310.8,1782,26.5,6,9.400000000000034,4945.2,159.0
M,299.3,308.5,1496,39.4,80,9.199999999999989,6172.4,3152.0
L,297.2,308.3,1693,28.0,188,11.100000000000023,4964.1,5264.0
L,300.7,311.0,1336,53.3,68,10.300000000000011,7457.0,3624.3999999999996
H,301.9,309.8,1724,27.5,126,7.900000000000034,4964.8,3465.0
L,302.3,310.9,1587,36.6,20,8.599999999999966,6082.6,732.0
L,301.8,311.5,1443,43.3,134,9.699999999999989,6543.1,5802.2
L,300.6,309.9,1428,48.8,109,9.299999999999955,7297.5,5319.2
L,303.4,312.3,1663,33.9,78,8.900000000000034,5903.6,2644.2
L,301.9,310.3,1398,44.0,65,8.400000000000034,6441.5,2860.0
H,300.0,310.4,1881,21.9,102,10.399999999999977,4313.8,2233.7999999999997
M,297.9,307.7,1517,39.5,69,9.800000000000011,6275.0,2725.5
M,298.8,309.9,1331,61.6,46,11.099999999999966,8585.9,2833.6
L,298.0,308.6,1430,57.0,43,10.600000000000023,8535.7,2451.0
M,297.7,307.3,1365,49.2,36,9.600000000000023,7032.8,1771.2
L,303.5,312.9,1332,52.9,66,9.399999999999977,7378.8,3491.4
L,300.7,311.0,1496,38.3,99,10.300000000000011,6000.1,3791.7
L,299.6,309.0,1372,60.4,149,9.399999999999977,8678.0,8999.6
L,297.4,308.5,1495,37.8,211,11.100000000000023,5917.8,7975.799999999999
L,297.0,308.3,1399,59.0,135,11.300000000000011,8643.7,7965.0
M,304.2,313.5,1437,47.2,102,9.300000000000011,7102.8,4814.400000000001
L,298.0,307.8,1414,51.7,140,9.800000000000011,7655.4,7238.0
L,296.9,307.6,1452,45.7,122,10.700000000000045,6948.8,5575.400000000001
M,302.2,311.2,1377,43.0,91,9.0,6200.6,3913.0
M,296.9,307.9,2010,18.9,86,11.0,3978.2,1625.3999999999999
L,299.9,311.4,1627,36.7,118,11.5,6252.9,4330.6
L,298.7,309.7,1601,35.7,176,11.0,5985.3,6283.200000000001
M,303.1,312.5,1766,26.7,157,9.399999999999977,4937.8,4191.9
H,296.3,307.1,1774,25.9,154,10.800000000000011,4811.5,3988.6
L,298.0,308.9,1607,37.7,49,10.899999999999977,6344.3,1847.3000000000002
M,298.2,309.0,1694,28.0,5,10.800000000000011,4967.1,140.0
M,303.9,313.3,1567,35.0,168,9.400000000000034,5743.4,5880.0
M,298.2,308.3,1522,49.1,22,10.100000000000023,7825.7,1080.2
L,303.6,313.1,1405,38.3,58,9.5,5635.1,2221.3999999999996
L,300.8,309.4,1489,38.4,109,8.599999999999966,5987.6,4185.599999999999
L,301.2,310.7,1517,39.4,107,9.5,6259.1,4215.8
M,303.7,312.7,1396,47.3,158,9.0,6914.7,7473.4
L,302.6,311.4,1738,25.8,128,8.799999999999955,4695.7,3302.4
L,301.0,310.4,1614,31.6,84,9.399999999999977,5341.0,2654.4
L,298.8,310.6,1602,39.1,211,11.800000000000011,6559.5,8250.1
M,299.6,309.1,1471,44.3,67,9.5,6824.1,2968.1
L,300.6,310.1,1656,32.7,44,9.5,5670.7,1438.8000000000002
L,299.2,308.4,1509,39.4,0,9.199999999999989,6226.1,0.0
M,302.0,310.8,1783,23.1,190,8.800000000000011,4313.1,4389.0
M,300.1,309.5,1462,42.8,50,9.399999999999977,6552.7,2140.0
L,302.7,312.4,1453,47.3,62,9.699999999999989,7197.1,2932.6
L,302.7,310.7,1597,41.9,15,8.0,7007.2,628.5
L,300.9,310.4,1615,30.9,200,9.5,5225.9,6180.0
L,299.5,308.8,1965,20.4,164,9.300000000000011,4197.8,3345.6
H,300.9,310.6,1686,27.7,176,9.700000000000045,4890.6,4875.2
H,299.2,308.5,1342,47.5,147,9.300000000000011,6675.4,6982.5
M,300.5,310.2,1571,34.6,228,9.699999999999989,5692.2,7888.8
L,302.0,309.8,1456,58.1,145,7.800000000000011,8858.6,8424.5
M,303.9,313.2,1350,47.2,2,9.300000000000011,6672.7,94.4
M,301.3,310.7,1532,40.7,178,9.399999999999977,6529.5,7244.6
H,301.6,310.6,1821,26.2,171,9.0,4996.2,4480.2
L,297.8,307.7,1505,39.7,25,9.899999999999977,6256.8,992.5000000000001
L,302.5,310.9,1477,39.2,144,8.399999999999977,6063.1,5644.8
H,298.2,308.8,1436,51.9,153,10.600000000000023,7804.6,7940.7
L,300.5,309.8,1663,29.1,145,9.300000000000011,5067.7,4219.5
M,300.0,311.3,1629,32.1,55,11.300000000000011,5475.9,1765.5
L,301.4,310.4,1559,36.0,196,9.0,5877.3,7056.0
L,296.6,307.4,1521,38.6,173,10.799999999999955,6148.2,6677.8
L,297.1,307.8,1681,27.6,181,10.699999999999989,4858.5,4995.6
L,298.7,310.2,1717,27.3,26,11.5,4908.6,709.8000000000001
L,300.1,311.5,1454,52.4,90,11.399999999999977,7978.6,4716.0
L,301.8,310.9,1609,31.7,202,9.099999999999966,5341.3,6403.4
H,301.9,311.0,1291,63.6,137,9.100000000000023,8598.3,8713.2
M,302.3,310.9,1762,24.5,73,8.599999999999966,4520.6,1788.5
M,302.4,310.4,1586,34.3,149,8.0,5696.7,5110.7
L,300.7,310.7,1431,39.3,22,10.0,5889.3,864.5999999999999
L,301.6,309.9,1440,43.4,100,8.299999999999955,6544.6,4340.0
L,301.8,311.0,1322,53.0,166,9.199999999999989,7337.3,8798.0
L,302.0,310.8,1767,27.4,11,8.800000000000011,5070.1,301.4
L,298.9,308.6,1522,46.4,2,9.700000000000045,7395.4,92.8
L,301.9,310.9,1379,54.8,99,9.0,7913.6,5425.2
M,300.8,309.5,1481,44.5,49,8.699999999999989,6901.5,2180.5
M,300.2,311.6,1415,55.8,82,11.400000000000034,8268.4,4575.599999999999
H,301.6,310.8,1435,47.2,152,9.199999999999989,7092.9,7174.400000000001
M,300.4,310.4,1544,36.3,21,10.0,5869.2,762.3
L,298.1,308.5,1665,29.6,20,10.399999999999977,5161.0,592.0
M,299.8,311.1,1452,44.3,167,11.300000000000011,6736.0,7398.099999999999
L,299.7,311.1,1574,36.4,135,11.400000000000034,5999.8,4914.0
L,300.7,311.0,1436,44.9,119,10.300000000000011,6752.0,5343.099999999999
L,300.9,312.2,1811,23.2,72,11.300000000000011,4399.8,1670.3999999999999
L,302.1,311.4,1391,49.2,52,9.299999999999955,7166.7,2558.4
M,299.7,309.1,1508,41.2,152,9.400000000000034,6506.2,6262.400000000001
M,299.1,308.6,2329,14.6,95,9.5,3560.8,1387.0
L,303.1,311.2,1679,34.8,25,8.099999999999966,6118.7,869.9999999999999
H,302.3,310.2,1506,33.8,43,7.899999999999977,5330.5,1453.3999999999999
M,301.8,311.5,1416,49.0,136,9.699999999999989,7265.9,6664.0
L,298.1,307.8,1432,49.8,198,9.699999999999989,7467.9,9860.4
L,303.8,312.9,1514,34.3,180,9.099999999999966,5438.1,6173.999999999999
L,302.7,310.5,1551,35.9,6,7.800000000000011,5830.9,215.39999999999998
L,300.0,311.4,1476,39.0,92,11.399999999999977,6028.1,3588.0
L,297.6,308.3,1502,43.2,139,10.699999999999989,6794.9,6004.8
L,299.0,310.3,1507,36.7,173,11.300000000000011,5791.7,6349.1
M,301.3,311.0,1495,40.8,148,9.699999999999989,6387.5,6038.4
H,299.2,310.6,1434,48.4,153,11.400000000000034,7268.1,7405.2
L,298.3,307.9,1399,47.8,99,9.599999999999966,7002.8,4732.2
L,296.8,307.6,1368,52.0,140,10.800000000000011,7449.3,7280.0
L,299.1,308.2,1493,34.9,119,9.099999999999966,5456.5,4153.099999999999
H,297.3,308.6,1376,53.5,112,11.300000000000011,7709.0,5992.0
M,298.9,309.0,1924,22.6,193,10.100000000000023,4553.5,4361.8
L,298.0,309.6,1633,34.8,41,11.600000000000023,5951.1,1426.8
L,298.3,308.4,1484,43.4,172,10.099999999999966,6744.5,7464.8
L,298.0,308.9,1390,53.9,88,10.899999999999977,7845.7,4743.2
M,297.9,307.4,1610,34.6,219,9.5,5833.5,7577.400000000001
L,302.3,311.5,1530,37.8,57,9.199999999999989,6056.4,2154.6
H,298.8,310.1,1567,36.8,197,11.300000000000011,6038.7,7249.599999999999
L,298.7,310.1,1676,33.5,70,11.400000000000034,5879.6,2345.0
M,302.2,311.5,1562,38.0,162,9.300000000000011,6215.7,6156.0
L,298.9,309.9,1500,44.2,115,11.0,6942.9,5083.0
L,296.9,307.7,1464,41.4,6,10.800000000000011,6347.0,248.39999999999998
L,299.1,308.6,1555,36.6,104,9.5,5959.9,3806.4
M,297.4,308.6,1604,32.8,85,11.200000000000045,5509.4,2787.9999999999995
L,301.1,311.1,1387,53.1,188,10.0,7712.6,9982.800000000001
M,302.2,311.7,1584,36.2,63,9.5,6004.7,2280.6000000000004
H,299.3,310.4,1548,41.6,25,11.099999999999966,6743.6,1040.0
H,298.2,308.7,1520,35.7,40,10.5,5682.5,1428.0
M,302.0,310.9,1558,45.3,193,8.899999999999977,7390.8,8742.9
L,297.7,309.1,1435,38.8,165,11.400000000000034,5830.6,6401.999999999999
L,298.4,307.9,1446,45.3,23,9.5,6859.5,1041.8999999999999
H,299.9,309.2,1525,33.2,0,9.300000000000011,5302.0,0.0
L,301.0,310.5,1248,61.4,77,9.5,8024.4,4727.8
M,302.3,311.5,1316,47.2,4,9.199999999999989,6504.7,188.8
M,298.4,307.8,1617,31.6,173,9.400000000000034,5350.9,5466.8
L,298.9,309.0,1601,32.3,202,10.100000000000023,5415.3,6524.599999999999
L,302.2,311.4,1477,41.7,15,9.199999999999989,6449.8,625.5
H,298.0,307.8,1314,47.8,19,9.800000000000011,6577.4,908.1999999999999
L,298.3,308.9,1379,54.7,91,10.599999999999966,7899.1,4977.7
L,301.8,311.0,1606,33.3,4,9.199999999999989,5600.4,133.2
L,299.1,310.5,1485,37.8,46,11.399999999999977,5878.2,1738.8
M,301.7,310.8,1524,41.3,147,9.100000000000023,6591.2,6071.099999999999
M,303.3,312.5,1674,32.7,76,9.199999999999989,5732.3,2485.2000000000003
L,300.1,309.7,1485,45.9,100,9.599999999999966,7137.9,4590.0
L,297.7,307.5,1379,43.3,111,9.800000000000011,6252.9,4806.299999999999
L,299.4,309.0,1800,24.3,128,9.600000000000023,4580.4,3110.4
L,299.2,308.5,1457,44.7,195,9.300000000000011,6820.2,8716.5
M,302.3,311.6,1608,39.9,136,9.300000000000011,6718.7,5426.4
L,301.3,310.6,1416,45.2,88,9.300000000000011,6702.4,3977.6000000000004
H,300.3,309.9,1509,46.6,125,9.599999999999966,7363.8,5825.0
L,298.9,308.6,1539,45.4,4,9.700000000000045,7316.8,181.6
M,298.4,308.2,1610,35.0,24,9.800000000000011,5901.0,840.0
M,301.3,311.1,1581,30.9,31,9.800000000000011,5115.9,957.9
M,299.5,309.4,1387,56.2,32,9.899999999999977,8162.8,1798.4
L,298.9,310.1,1356,47.8,116,11.200000000000045,6787.6,5544.799999999999
M,303.4,312.8,1518,38.7,103,9.400000000000034,6151.9,3986.1000000000004
H,301.2,309.8,1709,27.0,151,8.600000000000023,4832.1,4077.0
L,298.5,309.5,1547,33.1,68,11.0,5362.2,2250.8
M,304.3,313.6,1489,40.3,196,9.300000000000011,6283.9,7898.799999999999
M,300.1,308.9,1548,38.4,31,8.799999999999955,6224.9,1190.3999999999999
L,298.8,309.8,1509,36.2,57,11.0,5720.4,2063.4
L,301.9,310.7,1947,25.0,137,8.800000000000011,5097.2,3425.0
M,302.2,311.2,1544,43.6,63,9.0,7049.6,2746.8
L,298.1,307.7,1650,34.1,138,9.599999999999966,5892.1,4705.8
L,299.2,308.4,1475,38.7,22,9.199999999999989,5977.7,851.4000000000001
L,301.1,311.2,1564,37.0,165,10.099999999999966,6059.9,6105.0
M,299.6,309.1,1560,37.1,73,9.5,6060.8,2708.3
L,301.4,311.3,2323,15.9,50,9.900000000000034,3867.9,795.0
M,301.8,311.3,1624,31.6,145,9.5,5374.1,4582.0
L,298.9,310.2,1654,31.1,158,11.300000000000011,5386.7,4913.8
L,302.9,312.3,1435,47.7,173,9.400000000000034,7168.0,8252.1
L,298.4,308.6,1477,44.0,124,10.200000000000045,6805.5,5456.0
M,301.4,310.5,1495,52.5,201,9.100000000000023,8219.2,10552.5
L,300.6,309.4,1425,40.3,103,8.799999999999955,6013.8,4150.9
L,302.5,310.5,1507,39.5,147,8.0,6233.6,5806.5
L,299.2,310.3,1440,47.0,21,11.100000000000023,7087.4,987.0
L,297.3,308.6,1385,55.2,156,11.300000000000011,8006.0,8611.2
L,299.1,310.1,1416,41.2,185,11.0,6109.3,7622.000000000001
M,300.6,309.5,1550,40.2,96,8.899999999999977,6525.1,3859.2000000000003
L,298.2,308.3,2051,19.2,90,10.100000000000023,4123.8,1728.0
L,300.0,309.7,1542,47.1,25,9.699999999999989,7605.6,1177.5
L,300.1,309.3,1340,56.0,130,9.199999999999989,7858.2,7280.0
M,297.5,308.4,1369,54.8,145,10.899999999999977,7856.2,7946.0
H,296.3,307.2,1424,42.0,196,10.899999999999977,6263.1,8232.0
L,298.9,310.1,2109,18.0,61,11.200000000000045,3975.4,1098.0
M,298.9,310.7,1638,33.6,218,11.800000000000011,5763.4,7324.8
H,297.3,308.7,1478,47.6,98,11.399999999999977,7367.3,4664.8
M,297.2,308.5,1353,46.5,185,11.300000000000011,6588.4,8602.5
L,300.6,310.3,1484,41.0,213,9.699999999999989,6371.6,8733.0
L,302.2,310.8,1673,32.9,52,8.600000000000023,5764.0,1710.8
L,297.3,308.0,1518,36.0,59,10.699999999999989,5722.7,2124.0
